id,text,retweet_count,reply_count,like_count,quote_count,media_url,media_type,short_url,expanded_url,annotation
890006608113172480,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,6002,148,26208,267,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,photo,https://t.co/dVPW0B0Mme,https://twitter.com/dog_rates/status/890006608113172480/photo/1,Koda
889880896479866881,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,4053,89,23762,146,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,photo,https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,Bruno
889665388333682689,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,8161,172,40782,318,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,photo,https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,
889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,3632,91,22960,199,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,photo,https://t.co/f8dEDcrKSR,https://twitter.com/dog_rates/status/889638837579907072/photo/1,Ted
889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,1847,58,12936,81,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,photo,https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,Stuart
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,4342,107,21376,124,,,https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,Oliver
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,3674,79,24835,91,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,photo,https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Jim
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,3450,64,21757,80,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,photo,https://t.co/HTQ77yNQ5K,https://twitter.com/dog_rates/status/888804989199671297/photo/1,Zeke
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,2828,71,16799,61,https://pbs.twimg.com/media/DFTH_OiUMAE-k4M.jpg,photo,https://t.co/YnYAFCTTiK,https://twitter.com/dog_rates/status/888554962724278272/photo/1,Ralphus
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,2831,92,18518,170,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,photo,https://t.co/DK7iDPfuRX,https://twitter.com/dog_rates/status/888078434458587136/photo/1,Gerald
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,4422,77,25756,159,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,photo,https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,9592,412,39400,1150,,,https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,Wiener
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,14690,206,58444,588,https://pbs.twimg.com/media/DFDw2tsUAAEw7XW.jpg,photo,https://t.co/cLyzpcUcMX,https://twitter.com/dog_rates/status/887473957103951883/photo/1,Canela
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,8563,176,28647,539,,,https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,IG
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,4867,129,26090,186,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,photo,https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,Jubilant
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,6163,135,29469,357,https://pbs.twimg.com/media/DE8yicKXoAAnSF8.jpg,photo,https://t.co/I6oNy0CgiT,https://twitter.com/dog_rates/status/886983233522544640/photo/1,Maya
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",2563,45,10192,78,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,photo,https://t.co/bVi0Yr4Cff,https://www.gofundme.com/mingusneedsus,Mingus
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,3653,71,19104,109,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,photo,https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,2560,71,17974,117,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,photo,https://t.co/RGE08MIJox,https://twitter.com/dog_rates/status/886366144734445568/photo/1,Roscoe
886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,4,2,101,0,,,,,tanner
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,5150,101,23783,215,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,photo,https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles
886054160059072513,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,90,0,0,0,,,https://t.co/WxwJmvjfxo,https://twitter.com/dog_rates/status/886053434075471873,
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,5489,118,27770,173,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,photo,https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,5208,67,30623,141,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,photo,https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey
885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,3039,106,17345,156,,,https://t.co/gzLHboL7Sk,https://twitter.com/4bonds2carbon/status/885517367337512960,Howard
885311592912609280,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,15091,0,0,0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,photo,https://t.co/SATN4If5H5,https://twitter.com/dog_rates/status/830583320585068544/photo/1,Lilly
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,3584,125,18645,316,https://pbs.twimg.com/media/DEi_N9pXsAERvps.jpg,photo,https://t.co/44ItaMubBf,https://twitter.com/dog_rates/status/885167619883638784/photo/1,
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",14640,369,65351,543,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,photo,https://t.co/MYJvdlNRVa,https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,4554,105,23620,186,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,photo,https://t.co/74TKAUsLkO,https://twitter.com/dog_rates/status/884876753390489601/photo/1,Lola
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,3803,103,20638,209,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,photo,https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",4694,91,23069,196,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,photo,https://t.co/vvBOcC2VdC,https://twitter.com/dog_rates/status/884441805382717440/photo/1,IG
884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,16548,129,61673,182,,,https://t.co/uF3pQ8Wubj,https://twitter.com/kaijohnson_19/status/883965650754039809,BARKOUR
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,2442,67,17374,75,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,photo,https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,2789,110,18538,116,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,photo,https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",8070,174,38914,303,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,photo,https://t.co/qjrljjt948,https://twitter.com/dog_rates/status/883482846933004288/photo/1,Bella
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,3005,127,19308,130,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,photo,https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",5414,76,31526,110,https://pbs.twimg.com/media/DEF2-_jW0AEAS94.jpg,photo,https://t.co/Se5fZ9wp5E,https://twitter.com/dog_rates/status/883117836046086144/photo/1,
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,3172,54,20358,53,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,photo,https://t.co/tyER0KpdXj,https://twitter.com/dog_rates/status/882992080364220416/photo/1,Rusty
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,4010,81,24046,123,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,photo,https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,4942,117,23826,262,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,photo,https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,9372,123,38085,308,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,photo,https://t.co/fYP5RlutfA,https://twitter.com/dog_rates/status/882268110199369728/photo/1,Alfy
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",3981,397,24914,1252,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,photo,https://t.co/zeDpnsKX7w,https://twitter.com/dog_rates/status/882045870035918850/photo/1,Koko
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,2777,95,20758,132,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,photo,https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,8724,147,43140,274,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,photo,https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary
881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,8,1,112,1,,,,,
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",13075,418,42089,1225,,,https://t.co/ghXBIIeQZF,https://twitter.com/dog_rates/status/881536004380872706/video/1,IG
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,4361,126,19786,178,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,photo,https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,Elliot
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,2270,39,14532,75,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,photo,https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,Louis
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,3141,80,18133,111,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,photo,https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,5096,121,24286,222,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,photo,https://t.co/4VsFysDmiw,https://twitter.com/dog_rates/status/880465832366813184/photo/1,Bella
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,3387,103,22932,201,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,photo,https://t.co/fUod0tVmvK,https://twitter.com/dog_rates/status/880221127280381952/photo/1,Jesse
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,3566,140,23518,172,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,photo,https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,2857,68,19088,82,https://pbs.twimg.com/media/DDXmPreXUAA3QGJ.jpg,photo,https://t.co/Qh5aEkRQm9,https://twitter.com/dog_rates/status/879862464715927552/photo/1,Romeo
879674319642796034,@RealKentMurphy 14/10 confirmed,9,2,281,0,,,,,
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,2567,68,20035,130,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,photo,https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,Bailey
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,36566,1096,90187,4352,,,https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,Duddles
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,2597,49,14403,106,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,photo,https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,Jack
879130579576475649,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,5592,0,0,0,,,,,Emmy
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,3853,122,19186,160,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,photo,https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,Steven
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,2194,35,16253,56,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,photo,https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Beau
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,3348,63,16539,68,https://pbs.twimg.com/media/DDIKMXxXcAAbmdp.jpg,photo,https://t.co/lNZwgNO4gS,https://twitter.com/dog_rates/status/878776093423087618/photo/1,Snoopy
878604707211726852,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,5779,123,25642,82,,,https://t.co/9uABQXgjwa,https://twitter.com/bbcworld/status/878599868507402241,Martha
878404777348136964,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",1049,0,0,0,,,,,Shadow
878316110768087041,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,5407,0,0,0,,,,,Terrance
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",1049,32,6569,38,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,photo,https://t.co/245xJJElsY,https://www.gofundme.com/3yd6y1c,Shadow
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,5592,168,35802,304,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,photo,https://t.co/cwtWnHMVpe,https://twitter.com/dog_rates/status/878057613040115712/photo/1,Emmy
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,15459,202,67259,635,https://pbs.twimg.com/media/DC5YqoPXgAA7Uph.jpg,photo,https://t.co/lsPyyAiF1r,https://twitter.com/dog_rates/status/877736472329191424/photo/1,Aja
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,3088,77,19257,150,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,photo,https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,Penny
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",4247,61,23423,106,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,photo,https://t.co/SHRTIo5pxc,https://twitter.com/dog_rates/status/877316821321428993/photo/1,Dante
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,4518,133,23132,268,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,photo,https://t.co/4g4cfj3P4Y,https://twitter.com/dog_rates/status/877201837425926144/photo/1,Nelly
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,2741,45,17636,142,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,photo,https://t.co/j211oCDRs6,https://twitter.com/dog_rates/status/876838120628539392/photo/1,Ginger
876537666061221889,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,3869,63,20273,49,,,https://t.co/8yoc1CNTsu,https://twitter.com/mpstowerham/status/876162994446753793,pupmost
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,1953,30,16043,47,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,photo,https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,Benedict
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",3823,65,23873,106,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,photo,https://t.co/ejExJFq3ek,https://twitter.com/dog_rates/status/876120275196170240/photo/1,Venti
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",3497,117,21412,169,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,photo,https://t.co/V2WlACRJCN,https://twitter.com/dog_rates/status/875747767867523072/photo/1,Goose
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,4070,116,18828,199,,,https://t.co/ogith9ejNj,https://twitter.com/dog_rates/status/875144289856114688/video/1,Nugget
875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,4977,56,23458,66,,,https://t.co/PFp4MghzBW,https://twitter.com/drboondoc/status/874413398133547008,
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,3875,59,21810,66,https://pbs.twimg.com/media/DCSzF3OUAAAs6lS.jpg,photo,https://t.co/brCQoqc8AW,https://twitter.com/dog_rates/status/875021211251597312/photo/1,
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,3824,92,23764,138,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,photo,https://t.co/lZhtizkURD,https://twitter.com/dog_rates/status/874680097055178752/photo/1,Cash
874434818259525634,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,11957,0,0,0,,,,,Coco
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,3397,107,22257,106,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,photo,https://t.co/0YplNnSMEm,https://twitter.com/dog_rates/status/874296783580663808/photo/1,Jed
