tweet_id,timestamp,source,expanded_urls,rating_numerator,rating_denominator,name,cleantext,dog_stage,retweet_count,like_count,media_url,short_url,annotation,breed,jpg_url
666063827256086533,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666063827256086533/photo/1,10,10,,This is the happiest dog you will ever see. Very committed owner. Nice couch. ,,178,387,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,https://t.co/RhUEAloehK,,Golden Retriever,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg
666071193221509120,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666071193221509120/photo/1,9,10,,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. ,,49,124,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,https://t.co/ZoL8kq2XFx,Rhododendron,Gordon Setter,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg
666073100786774016,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666073100786774016/photo/1,10,10,,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. ,,129,270,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,https://t.co/Yk6GHE9tOY,,Walker Hound,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg
666082916733198337,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666082916733198337/photo/1,6,10,,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. ,,37,90,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,https://t.co/3RU6x0vHB7,,Pug,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg
666094000022159362,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666094000022159362/photo/1,9,10,,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. ,,63,139,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,https://t.co/mnioXo3IfP,,Bloodhound,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg
666099513787052032,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666099513787052032/photo/1,8,10,,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. ,,53,131,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,https://t.co/Ri4nMTLq5C,,Lhasa,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg
666102155909144576,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666102155909144576/photo/1,11,10,,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. ,,11,62,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,https://t.co/11LvqN4WLq,Adobe Setter,English Setter,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg
666104133288665088,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666104133288665088/photo/1,1,10,,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. ,,5355,12507,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,https://t.co/Asgdc6kuLX,,,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg
666268910803644416,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666268910803644416/photo/1,10,10,,Very concerned about fellow dog trapped in computer. ,,38,96,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,https://t.co/0yxApIikpk,,,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg
666273097616637952,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666273097616637952/photo/1,11,10,,Can take selfies ,,66,147,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,https://t.co/ws2AMaNwPW,,Italian Greyhound,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg
666293911632134144,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666293911632134144/photo/1,3,10,,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. ,,288,416,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,https://t.co/IIXis0zta0,,,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg
666337882303524864,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666337882303524864/photo/1,9,10,,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. ,,78,161,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,https://t.co/QpRjllzWAL,Parthenon,Newfoundland,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg
666345417576210432,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666345417576210432/photo/1,10,10,,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho ,,120,231,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,https://t.co/VFKG1vxGjB,,Golden Retriever,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg
666353288456101888,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666353288456101888/photo/1,8,10,,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. ,,56,169,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,https://t.co/tltQ5w9aUO,Asiago,Malamute,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg
666362758909284353,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666362758909284353/photo/1,6,10,,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare ,,463,638,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,https://t.co/XMD9CwjEnM,Frosted Flakes,,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg
666373753744588802,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666373753744588802/photo/1,11,10,,Those are sunglasses and a jean jacket. ,,72,157,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,https://t.co/uHXrPkUEyl,,Soft-Coated Wheaten Terrier,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg
666396247373291520,2015-11-16,Twitter for iPhone,https://twitter.com/dog_rates/status/666396247373291520/photo/1,9,10,,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. ,,66,145,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,https://t.co/Dc7b0E8qFE,Qdoba kangaroo,Chihuahua,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg
666407126856765440,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666407126856765440/photo/1,7,10,,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). ,,30,91,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,https://t.co/LopTBkKa8h,Vesuvius,Black-And-Tan Coonhound,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg
666411507551481857,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666411507551481857/photo/1,2,10,,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. ,,256,361,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,https://t.co/aMCTNWO94t,,,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg
666418789513326592,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666418789513326592/photo/1,10,10,Walter,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. ,,39,100,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,https://t.co/qXpcwENTvn,Walter,Toy Terrier,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg
666421158376562688,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666421158376562688/photo/1,12,10,,*internally screaming* ,,90,262,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,https://t.co/YMcrXC2Y6R,,Blenheim Spaniel,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg
666428276349472768,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7,10,,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). ,,64,134,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,https://t.co/NMQq6HIglK,Pulitzer,Pembroke,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg
666430724426358785,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666430724426358785/photo/1,6,10,,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. ,,159,268,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,https://t.co/yECbFrSArM,,Irish Terrier,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg
666435652385423360,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666435652385423360/photo/1,10,10,,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

",,41,131,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,https://t.co/GlFZPzqcEU,DOG,Chesapeake Bay Retriever,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg
666437273139982337,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666437273139982337/photo/1,7,10,,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. ,,40,105,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,https://t.co/7LtjBS0GPK,Cumberbatch,Chihuahua,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg
666447344410484738,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666447344410484738/photo/1,9,10,Scout,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. ,,18,86,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,https://t.co/kH60oka1HW,Scout,Curly-Coated Retriever,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg
666454714377183233,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666454714377183233/photo/1,10,10,Kreggory,I'll name the dogs from now on. This is Kreggory. He does parkour. ,,174,436,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,https://t.co/uPqPeXAcua,Kreggory,Dalmatian,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg
666644823164719104,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9,10,Jimothy,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. ,,65,202,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,https://t.co/LEkZjZxESQ,Jimothy,,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg
666649482315059201,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666649482315059201/photo/1,4,10,,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. ,,515,971,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,https://t.co/vXMKrJC81s,,Border Collie,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg
666691418707132416,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666691418707132416/photo/1,8,10,Christoper,This is Christoper. He is a spotted Penne. Can easily navigate stairs. ,,41,158,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,https://t.co/bg4TqvvkuF,Christoper,German Shepherd,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg
666701168228331520,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666701168228331520/photo/1,8,10,,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. ,,179,364,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,https://t.co/uQbZJM2DQB,Buckminsterfullerene,Labrador Retriever,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg
666739327293083650,2015-11-17,Twitter for iPhone,https://twitter.com/dog_rates/status/666739327293083650/photo/1,10,10,Lugan,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows ,,60,203,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,https://t.co/tI3uFLDHBI,Lugan,Miniature Poodle,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg
666776908487630848,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/666776908487630848/photo/1,5,10,Josep,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. ,,147,296,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,https://t.co/XNGeDwrtYH,Josep,Miniature Pinscher,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg
666781792255496192,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10,10,,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. ,,167,320,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,https://t.co/uEvsGLOFHa,Bacardi,Italian Greyhound,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg
666786068205871104,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2,10,,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog ,,402,643,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,https://t.co/EIn5kElY1S,,,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg
666804364988780544,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8,10,Jockson,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. ,,79,203,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,https://t.co/RdKbAOEpDK,Jockson,English Setter,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg
666817836334096384,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9,10,Jeph,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero ,,205,430,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,https://t.co/8whlkYw3mO,Jeph,Miniature Schnauzer,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg
666826780179869698,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12,10,,,,77,214,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,https://t.co/V6ZzG45zzG,,Maltese Dog,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg
666835007768551424,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10,10,,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits ,,63,179,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,https://t.co/ZnEMHBsAs1,Peruvian Feldspars,Airedale,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg
666837028449972224,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/666837028449972224/photo/1,3,10,,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called ,,462,684,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,https://t.co/xYGdBrMS9h,,,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg
666983947667116034,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/666983947667116034/photo/1,11,10,,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. ,,831,2178,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,https://t.co/cyDfaK8NBc,Ticonderoga,,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg
666996132027977728,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10,10,Carll,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. ,,77,207,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,https://t.co/SVpNbhaIMk,Carll,Rottweiler,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg
667012601033924608,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/667012601033924608/photo/1,9,10,Klevin,This is Klevin. He laughs a lot. Very cool dog. ,,183,384,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,https://t.co/bATAbPNv0m,Klevin,,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg
667044094246576128,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/667044094246576128/photo/1,12,10,,,,43,157,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,https://t.co/QZAnwgnOMB,,Golden Retriever,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg
667062181243039745,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/667062181243039745/photo/1,10,10,Keet,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. ,,46,189,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,https://t.co/tz1lpuvXLA,Keet,Chesapeake Bay Retriever,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg
667065535570550784,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/667065535570550784/photo/1,8,10,,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. ,,39,138,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,https://t.co/7JdgVqDnvR,,,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg
667073648344346624,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/667073648344346624/photo/1,10,10,Dave,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. ,,101,341,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,https://t.co/DPSamreuRq,Dave,Chihuahua,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg
667090893657276420,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/667090893657276420/photo/1,7,10,Clybe,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. ,,104,279,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,https://t.co/Ks0jZtdIrr,Clybe,Chihuahua,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg
667119796878725120,2015-11-18,Twitter for iPhone,https://twitter.com/dog_rates/status/667119796878725120/photo/1,10,10,Gabe,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. ,,102,279,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,https://t.co/3LZrJzg3BJ,Gabe,Pembroke,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg
667138269671505920,2015-11-19,Twitter for iPhone,https://twitter.com/dog_rates/status/667138269671505920/photo/1,10,10,,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive ,,1825,3913,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,https://t.co/0DvHAMdA4V,,West Highland White Terrier,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg
667152164079423490,2015-11-19,Twitter for iPhone,https://twitter.com/dog_rates/status/667152164079423490/photo/1,12,10,Pipsy,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. ,,14343,41504,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,https://t.co/h9R0EwKd9X,Pipsy,Toy Poodle,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg
667160273090932737,2015-11-19,Twitter for iPhone,https://twitter.com/dog_rates/status/667160273090932737/photo/1,11,10,Bradlay,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. ,,50,212,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,https://t.co/DKhgkMx4N1,Bradlay,Golden Retriever,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg
667165590075940865,2015-11-19,Twitter for iPhone,https://twitter.com/dog_rates/status/667165590075940865/photo/1,10,10,Churlie,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. ,,942,2316,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,https://t.co/li2XYBVuAY,Churlie,Miniature Pinscher,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg
667171260800061440,2015-11-19,Twitter for iPhone,https://twitter.com/dog_rates/status/667171260800061440/photo/1,10,10,Kenneth,Say hello to Kenneth. He likes Reese's Puffs. ,,72,183,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,https://t.co/6RHNRsByOY,Kenneth,Giant Schnauzer,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg
667174963120574464,2015-11-19,Twitter for iPhone,https://twitter.com/dog_rates/status/667174963120574464/photo/1,9,10,Clarence,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. ",,69,215,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,https://t.co/fGDWgukcBs,Clarence,Toy Poodle,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg
667176164155375616,2015-11-19,Twitter for iPhone,https://twitter.com/dog_rates/status/667176164155375616/photo/1,4,10,,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? ,,375,511,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,https://t.co/PZxSarAfSN,,Soft-Coated Wheaten Terrier,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg
667177989038297088,2015-11-19,Twitter for iPhone,https://twitter.com/dog_rates/status/667177989038297088/photo/1,8,10,,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. ,,47,157,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,https://t.co/jpaeu6LNmW,Dasani Kingfisher,Vizsla,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg
667182792070062081,2015-11-19,Twitter for iPhone,https://twitter.com/dog_rates/status/667182792070062081/photo/1,10,10,Timison,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. ,,5150,12182,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,https://t.co/s2yYuHabWl,Timison,Golden Retriever,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg
667188689915760640,2015-11-19,Twitter for iPhone,https://twitter.com/dog_rates/status/667188689915760640/photo/1,10,10,,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. ,,327,630,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,https://t.co/8uCMwS9CbV,canine,,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg
667192066997374976,2015-11-19,Twitter for iPhone,https://twitter.com/dog_rates/status/667192066997374976/photo/1,12,10,,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO ,,84,320,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,https://t.co/QCugm5ydl6,,Rottweiler,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg
